price_main,title,rooms,area,floor,building_type,materials,year,district
1413270 грн,"вул. Березняківська, 36",1 кімната,25 / - / 6 м²,поверх 1 з 9,БПС,утеплена панель,1973,Березняки
2317112 грн,"Дніпровська наб., 9а",3 кімнати,60 / - / 7 м²,поверх 9 з 9,чеський проект,панельні,1972,Березняки
4940700 грн,"вул. Юрія Шумського, 3г",2 кімнати,62 / - / 10 м²,поверх 23 з 26,спец. проект,монолітно-каркасний,2013,Березняки
2106500 грн,"вул. Березняківська, 20",2 кімнати,58 / - / 9 м²,поверх 2 з 9,чеський проект,панельні,1971,Березняки
3064000 грн,"просп. Павла Тичини, 12в",2 кімнати,44 / - / 25 м²,поверх 2 з 9,чеський проект,панельні,1972,Березняки
3791700 грн,"вул. Юрія Шумського, 3г",2 кімнати,47 / - / 10 м²,поверх 14 з 25,спец. проект,монолітно-каркасний,2013,Березняки
3178900 грн,"вул. Юрія Шумського, 5",1 кімната,49 / - / 13 м²,поверх 18 з 27,спец. проект,монолітно-каркасний,2012,Березняки
8004700 грн,"Дніпровська наб., 1а",3 кімнати,116 / - / 18 м²,поверх 5 з 31,спец. проект,монолітно-каркасний,2009,Березняки
6128000 грн,"Дніпровська наб., 1а",2 кімнати,86 / - / 14 м²,поверх 10 з 28,спец. проект,монолітно-каркасний,2009,Березняки
2106500 грн,"просп. Павла Тичини, 3",3 кімнати,60 / - / 7 м²,поверх 9 з 9,чеський проект,панельні,1968,Березняки
2527800 грн,"вул. Миколайчука, 9",2 кімнати,43 / - / 7 м²,поверх 7 з 9,чеський проект,панельні,1968,Березняки
7545100 грн,"Дніпровська наб., 1",4 кімнати,140 / - / 25 м²,поверх 20 з 30,спец. проект,монолітно-каркасний,2007,Березняки
1455400 грн,"вул. Березняківська, 16б",1 кімната,30 / - / 5 м²,поверх 1 з 9,гостинка,цегляний будинок,1973,Березняки
2642700 грн,"просп. Павла Тичини, 21",4 кімнати,68 / - / 6 м²,поверх 4 з 9,чеський проект,панельні,1969,Березняки
2412900 грн,"просп. Павла Тичини, 26а",3 кімнати,65 / - / 8 м²,поверх 9 з 9,чеський проект,панельні,1970,Березняки
5745000 грн,"Дніпровська наб., 7",3 кімнати,80 / - / 12 м²,поверх 10 з 18,спец. проект,цегляний будинок,1996,Березняки
2106500 грн,"просп. Павла Тичини, 1",2 кімнати,45.9 / - / 6.8 м²,поверх 1 з 9,чеський проект,панельні,1968,Березняки
1531962 грн,"просп. Павла Тичини, 1",1 кімната,31 / - / 10 м²,поверх 1 з 9,чеський проект,панельні,1968,Березняки
4825800 грн,"просп. Павла Тичини, 16/2",3 кімнати,118 / - / 46 м²,поверх 15 з 16,спец. проект,монолітно-каркасний,2000,Березняки
1340500 грн,"вул. Березняківська, 34б",1 кімната,30 / - / 4 м²,поверх 5 з 9,гостинка,цегляний будинок,1973,Березняки
3830000 грн,"вул. Юрія Шумського, 3г",1 кімната,43 / - / 11 м²,поверх 21 з 26,спец. проект,монолітно-каркасний,2013,Березняки
4596000 грн,"вул. Юрія Шумського, 1",2 кімнати,70 / - / 11 м²,поверх 19 з 23,спец. проект,монолітно-каркасний,2007,Березняки
2489500 грн,"вул. Березняківська, 30а",2 кімнати,46 / - / 8 м²,поверх 6 з 16,БПС,утеплена панель,1972,Березняки
1876700 грн,"просп. Павла Тичини, 19",3 кімнати,59 / - / 8 м²,поверх 1 з 9,чеський проект,панельні,1969,Березняки
2604400 грн,"вул. Березняківська, 12",2 кімнати,52 / - / 9 м²,поверх 2 з 9,чеський проект,панельні,1970,Березняки
2757600 грн,"вул. Юрія Шумського, 5",1 кімната,43 / - / 13 м²,поверх 5 з 27,спец. проект,монолітно-каркасний,2012,Березняки
2757600 грн,"просп. Павла Тичини, 21",3 кімнати,68 / - / 7 м²,поверх 7 з 9,чеський проект,панельні,1969,Березняки
2029900 грн,"вул. Миколайчука, 13а",2 кімнати,46 / - / 7 м²,поверх 8 з 9,чеський проект,панельні,1969,Березняки
1340500 грн,"вул. Бучми, 6в",1 кімната,32 / - / 5.5 м²,поверх 1 з 9,гостинка,цегляний будинок,1970,Березняки
1072400 грн,"вул. Бучми, 6в",1 кімната,22 / - / 4 м²,поверх 6 з 9,гостинка,цегляний будинок,1970,Березняки
2298000 грн,"вул. Стеценка, 75б",1 кімната,37 / 15 / 9 м²,поверх 4 з 7,спец. проект,панельні,2018,Берковець
2374562 грн,"вул. Стеценка, 75а",2 кімнати,56 / 40 / 10.3 м²,поверх 3 з 6,спец. проект,панельні,2017,Берковець
1742650 грн,"вул. Стеценка, 75в",1 кімната,37 / - / 6 м²,поверх 2 з 6,спец. проект,панельні,2016,Берковець
1700520 грн,"вул. Стеценка, 75в",1 кімната,37 / - / 8.7 м²,поверх 1 з 7,спец. проект,панельні,2016,Берковець
2531630 грн,"вул. Стеценка, 75б",2 кімнати,55.1 / - / 9.9 м²,поверх 1 з 7,спец. проект,панельні,2018,Берковець
2834162 грн,"вул. Синьоозерна, 2",3 кімнати,70 / - / 9 м²,поверх 4 з 5,серія 96,утеплена панель,1989,Берковець
4596000 грн,"вул. Радистів, 34",4 кімнати,140 / 100 / 25 м²,поверх 11 з 12,спец. проект,цегляний будинок,2016,Биківня
4557700 грн,"вул. Радистів, 14",2 кімнати,84 / 34 / 30 м²,поверх 4 з 6,спец. проект,монолітно-каркасний,2020,Биківня
4174700 грн,"вул. Радистів, 30",2 кімнати,69 / 40 / 20 м²,поверх 7 з 11,спец. проект,цегляний будинок,2019,Биківня
3504450 грн,"вул. Радистів, 34",2 кімнати,85 / 37 / 36 м²,поверх 10 з 11,спец. проект,цегляний будинок,2016,Биківня
8809000 грн,"вул. Радистів, 34а",4 кімнати,144 / 62 / 15 м²,поверх 10 з 11,спец. проект,цегляний будинок,2017,Биківня
4117250 грн,"вул. Радистів, 34",3 кімнати,95 / 36 / 37 м²,поверх 11 з 11,спец. проект,цегляний будинок,2016,Биківня
1378800 грн,"вул. Радистів, 47",1 кімната,36 / 19 / 7 м²,поверх 4 з 5,серія 87,цегляний будинок,1979,Биківня
2451200 грн,"вул. Радистів, 34",1 кімната,38 / 13 / 16 м²,поверх 11 з 12,спец. проект,цегляний будинок,2016,Биківня
4557700 грн,"вул. Радистів, 14",3 кімнати,84 / - / 30 м²,поверх 4 з 10,спец. проект,монолітно-каркасний,2020,Биківня
15588100 грн,"вул. Радистів, 14",2 кімнати,110 / - / 22 м²,поверх 7 з 10,спец. проект,монолітно-каркасний,2020,Биківня
2793219 грн,"вул. Кисловодська, 100",2 кімнати,66.3 / - / 20 м²,поверх 6 з 7,спец. проект,цегляний будинок,2020,Биківня
